stem,split,Emotion
dia110_utt5,train,joy
dia111_utt0,train,joy
dia111_utt1,train,fear
dia111_utt2,train,joy
dia111_utt3,train,neutral
dia111_utt4,train,surprise
dia111_utt5,train,fear
dia111_utt6,train,fear
dia111_utt7,train,neutral
dia111_utt8,train,surprise
dia111_utt9,train,neutral
dia111_utt10,train,surprise
dia111_utt11,train,neutral
dia111_utt12,train,neutral
dia111_utt13,train,fear
dia111_utt14,train,neutral
dia111_utt15,train,disgust
dia111_utt16,train,surprise
dia111_utt17,train,disgust
dia112_utt0,train,surprise
dia112_utt1,train,surprise
dia112_utt2,train,anger
dia112_utt3,train,anger
dia112_utt4,train,disgust
dia113_utt0,train,neutral
dia113_utt1,train,anger
dia113_utt2,train,neutral
dia113_utt3,train,neutral
dia113_utt4,train,neutral
dia113_utt5,train,neutral
dia113_utt6,train,neutral
dia113_utt7,train,neutral
dia113_utt8,train,joy
dia113_utt9,train,neutral
dia113_utt10,train,neutral
dia114_utt0,train,neutral
dia114_utt1,train,surprise
dia114_utt2,train,neutral
dia114_utt3,train,joy
dia114_utt4,train,joy
dia115_utt0,train,neutral
dia115_utt1,train,neutral
dia115_utt2,train,neutral
dia115_utt3,train,neutral
dia115_utt4,train,anger
dia115_utt5,train,neutral
dia115_utt6,train,surprise
dia115_utt7,train,surprise
dia116_utt0,train,neutral
dia116_utt1,train,neutral
dia116_utt2,train,sadness
dia116_utt3,train,surprise
dia116_utt4,train,neutral
dia116_utt5,train,neutral
dia116_utt6,train,neutral
dia116_utt7,train,sadness
dia117_utt0,train,joy
dia117_utt1,train,neutral
dia117_utt2,train,joy
dia117_utt3,train,neutral
dia118_utt0,train,neutral
dia118_utt1,train,surprise
dia118_utt2,train,neutral
dia118_utt3,train,joy
dia118_utt4,train,anger
dia118_utt5,train,joy
dia119_utt0,train,neutral
dia119_utt1,train,neutral
dia119_utt2,train,neutral
dia119_utt3,train,neutral
dia119_utt4,train,sadness
dia119_utt5,train,neutral
dia119_utt6,train,sadness
dia119_utt7,train,surprise
dia119_utt8,train,neutral
dia119_utt9,train,neutral
dia119_utt10,train,neutral
dia119_utt11,train,neutral
dia119_utt12,train,anger
dia120_utt0,train,fear
dia120_utt1,train,joy
dia120_utt2,train,surprise
dia120_utt3,train,neutral
dia120_utt4,train,fear
dia120_utt7,train,neutral
dia120_utt8,train,neutral
dia120_utt9,train,neutral
dia120_utt10,train,neutral
dia120_utt11,train,neutral
dia120_utt12,train,neutral
dia120_utt13,train,neutral
dia120_utt14,train,neutral
dia120_utt15,train,neutral
dia121_utt0,train,neutral
dia121_utt1,train,joy
dia121_utt2,train,joy
dia121_utt4,train,disgust
dia121_utt5,train,anger
dia121_utt6,train,neutral
dia121_utt7,train,sadness
dia122_utt0,train,surprise
dia122_utt1,train,fear
dia122_utt2,train,neutral
dia122_utt3,train,neutral
dia122_utt4,train,neutral
dia122_utt5,train,neutral
dia122_utt6,train,neutral
dia122_utt7,train,joy
dia122_utt8,train,joy
dia122_utt9,train,disgust
dia122_utt10,train,neutral
dia122_utt11,train,neutral
dia122_utt12,train,disgust
dia122_utt13,train,disgust
dia122_utt14,train,neutral
dia122_utt15,train,neutral
dia123_utt0,train,surprise
dia123_utt1,train,anger
dia123_utt2,train,anger
dia123_utt3,train,anger
dia123_utt4,train,anger
dia123_utt5,train,neutral
dia123_utt6,train,anger
dia123_utt7,train,neutral
dia123_utt8,train,anger
dia123_utt9,train,neutral
dia123_utt10,train,anger
dia124_utt0,train,joy
dia124_utt1,train,surprise
dia124_utt2,train,neutral
dia124_utt3,train,disgust
dia124_utt4,train,sadness
dia124_utt5,train,joy
dia124_utt6,train,joy
dia124_utt7,train,surprise
dia124_utt8,train,sadness
dia124_utt9,train,neutral
dia124_utt10,train,neutral
dia124_utt11,train,joy
dia125_utt0,train,joy
dia125_utt1,train,neutral
dia125_utt2,train,neutral
dia125_utt4,train,neutral
dia125_utt5,train,neutral
dia125_utt6,train,neutral
dia125_utt7,train,neutral
dia125_utt8,train,surprise
dia126_utt0,train,joy
dia126_utt1,train,anger
dia126_utt2,train,joy
dia126_utt3,train,neutral
dia126_utt4,train,joy
dia126_utt5,train,anger
dia126_utt6,train,neutral
dia126_utt7,train,anger
dia126_utt8,train,neutral
dia126_utt9,train,sadness
dia126_utt10,train,neutral
dia126_utt11,train,neutral
dia126_utt12,train,anger
dia127_utt0,train,neutral
dia127_utt1,train,fear
dia127_utt2,train,fear
dia127_utt3,train,disgust
dia127_utt4,train,disgust
dia128_utt0,train,neutral
dia128_utt1,train,neutral
dia128_utt2,train,joy
dia128_utt3,train,joy
dia128_utt4,train,joy
dia128_utt5,train,joy
dia128_utt6,train,neutral
dia128_utt7,train,joy
dia128_utt8,train,neutral
dia128_utt9,train,joy
dia129_utt0,train,joy
dia129_utt1,train,sadness
dia129_utt2,train,sadness
dia129_utt3,train,disgust
dia129_utt4,train,sadness
dia129_utt5,train,anger
dia129_utt6,train,surprise
dia129_utt7,train,anger
dia129_utt8,train,neutral
dia129_utt9,train,neutral
dia129_utt10,train,anger
dia129_utt11,train,surprise
dia129_utt12,train,surprise
dia129_utt13,train,neutral
dia129_utt14,train,neutral
dia130_utt0,train,joy
dia130_utt1,train,neutral
dia130_utt2,train,neutral
dia130_utt3,train,disgust
dia130_utt4,train,neutral
dia130_utt5,train,neutral
dia130_utt6,train,neutral
dia130_utt7,train,neutral
dia130_utt8,train,neutral
dia130_utt9,train,disgust
dia130_utt10,train,neutral
dia130_utt11,train,surprise
dia130_utt12,train,neutral
dia130_utt13,train,neutral
dia130_utt14,train,neutral
dia130_utt15,train,neutral
dia130_utt16,train,surprise
dia130_utt17,train,joy
dia131_utt0,train,neutral
dia131_utt1,train,sadness
dia131_utt2,train,neutral
dia132_utt0,train,surprise
dia132_utt1,train,neutral
dia132_utt2,train,sadness
dia132_utt3,train,surprise
dia132_utt4,train,sadness
dia132_utt5,train,neutral
dia132_utt6,train,sadness
dia132_utt7,train,neutral
dia132_utt8,train,sadness
dia132_utt9,train,neutral
dia132_utt10,train,neutral
dia133_utt0,train,fear
dia134_utt0,train,neutral
dia135_utt0,train,neutral
dia135_utt1,train,neutral
dia135_utt2,train,neutral
dia135_utt4,train,neutral
dia135_utt5,train,neutral
dia135_utt6,train,neutral
dia135_utt7,train,neutral
dia135_utt8,train,neutral
dia136_utt0,train,neutral
dia136_utt1,train,neutral
dia136_utt2,train,surprise
dia136_utt4,train,neutral
dia136_utt5,train,neutral
dia137_utt0,train,neutral
dia137_utt1,train,neutral
dia137_utt2,train,neutral
dia137_utt3,train,neutral
dia137_utt4,train,joy
dia137_utt5,train,neutral
dia137_utt6,train,joy
dia137_utt7,train,neutral
dia138_utt0,train,anger
dia138_utt1,train,anger
dia138_utt2,train,joy
dia138_utt3,train,anger
dia138_utt4,train,surprise
dia138_utt5,train,disgust
dia138_utt6,train,surprise
dia138_utt7,train,neutral
dia138_utt8,train,neutral
dia138_utt9,train,neutral
dia138_utt10,train,joy
dia138_utt11,train,anger
dia138_utt12,train,neutral
dia138_utt13,train,surprise
dia138_utt14,train,neutral
dia138_utt15,train,anger
dia138_utt16,train,surprise
dia139_utt0,train,neutral
dia139_utt1,train,neutral
dia139_utt2,train,anger
dia139_utt3,train,joy
dia139_utt4,train,surprise
dia139_utt5,train,joy
dia140_utt0,train,neutral
dia140_utt1,train,neutral
dia140_utt2,train,surprise
dia141_utt0,train,neutral
dia141_utt1,train,neutral
dia141_utt2,train,neutral
dia141_utt3,train,neutral
dia141_utt4,train,neutral
dia141_utt5,train,neutral
dia141_utt6,train,neutral
dia141_utt7,train,neutral
dia142_utt0,train,neutral
dia142_utt1,train,joy
dia143_utt0,train,neutral
dia143_utt1,train,neutral
dia143_utt2,train,sadness
dia143_utt3,train,joy
dia143_utt4,train,neutral
dia144_utt0,train,neutral
dia144_utt1,train,neutral
dia144_utt2,train,neutral
dia144_utt3,train,neutral
dia144_utt4,train,surprise
dia144_utt5,train,joy
dia145_utt0,train,surprise
dia145_utt1,train,neutral
dia145_utt2,train,anger
dia145_utt3,train,neutral
dia145_utt4,train,fear
dia145_utt5,train,fear
dia145_utt6,train,anger
dia145_utt7,train,surprise
dia145_utt8,train,anger
dia145_utt9,train,disgust
dia145_utt10,train,disgust
dia145_utt11,train,disgust
dia145_utt12,train,anger
dia145_utt13,train,anger
dia145_utt14,train,joy
dia145_utt15,train,disgust
dia145_utt16,train,surprise
dia145_utt17,train,neutral
dia145_utt18,train,surprise
dia146_utt0,train,neutral
dia146_utt1,train,sadness
dia146_utt2,train,neutral
dia146_utt3,train,anger
dia146_utt4,train,neutral
dia146_utt5,train,neutral
dia146_utt6,train,neutral
dia146_utt7,train,neutral
dia146_utt8,train,neutral
dia146_utt9,train,sadness
dia146_utt10,train,sadness
dia146_utt11,train,sadness
dia146_utt12,train,sadness
dia147_utt0,train,neutral
dia147_utt1,train,neutral
dia147_utt2,train,neutral
dia147_utt3,train,joy
dia147_utt4,train,fear
dia147_utt5,train,joy
dia147_utt6,train,surprise
dia147_utt7,train,disgust
dia147_utt8,train,surprise
dia147_utt9,train,neutral
dia147_utt10,train,neutral
dia147_utt11,train,anger
dia148_utt0,train,anger
dia148_utt1,train,neutral
dia148_utt2,train,anger
dia148_utt3,train,anger
dia148_utt4,train,anger
dia148_utt5,train,surprise
dia148_utt6,train,disgust
dia148_utt7,train,neutral
dia148_utt8,train,neutral
dia148_utt9,train,neutral
dia148_utt10,train,neutral
dia148_utt11,train,neutral
dia148_utt12,train,neutral
dia148_utt13,train,surprise
dia148_utt14,train,neutral
dia148_utt15,train,fear
dia148_utt16,train,neutral
dia148_utt17,train,anger
dia148_utt18,train,anger
dia148_utt19,train,sadness
dia148_utt20,train,sadness
dia149_utt0,train,sadness
dia149_utt1,train,neutral
dia149_utt2,train,neutral
dia149_utt3,train,joy
dia150_utt0,train,fear
dia150_utt1,train,neutral
dia150_utt2,train,anger
dia150_utt3,train,sadness
dia151_utt0,train,joy
dia151_utt1,train,joy
dia151_utt2,train,joy
dia151_utt3,train,joy
dia151_utt6,train,surprise
dia151_utt7,train,neutral
dia151_utt8,train,anger
dia151_utt9,train,joy
dia151_utt10,train,neutral
dia151_utt11,train,sadness
dia151_utt12,train,neutral
dia151_utt13,train,neutral
dia151_utt15,train,neutral
dia151_utt16,train,anger
dia151_utt17,train,neutral
dia152_utt0,train,surprise
dia152_utt1,train,joy
dia152_utt4,train,neutral
dia152_utt5,train,neutral
dia152_utt6,train,neutral
dia152_utt7,train,neutral
dia152_utt8,train,surprise
dia152_utt9,train,sadness
dia152_utt10,train,sadness
dia152_utt11,train,sadness
dia153_utt0,train,neutral
dia153_utt1,train,joy
dia153_utt2,train,neutral
dia153_utt3,train,neutral
dia153_utt4,train,joy
dia153_utt5,train,neutral
dia153_utt6,train,surprise
dia153_utt7,train,neutral
dia153_utt8,train,disgust
dia153_utt9,train,neutral
dia153_utt10,train,anger
dia153_utt11,train,anger
dia153_utt12,train,anger
dia154_utt0,train,joy
dia154_utt1,train,joy
dia154_utt2,train,anger
dia154_utt3,train,surprise
dia154_utt4,train,anger
dia154_utt5,train,surprise
dia154_utt6,train,anger
dia154_utt7,train,anger
dia154_utt8,train,neutral
dia155_utt0,train,neutral
dia155_utt1,train,neutral
dia155_utt2,train,joy
dia155_utt3,train,joy
dia155_utt4,train,joy
dia155_utt5,train,surprise
dia155_utt6,train,neutral
dia155_utt7,train,joy
dia155_utt8,train,surprise
dia155_utt9,train,joy
dia155_utt10,train,neutral
dia155_utt11,train,neutral
dia155_utt12,train,neutral
dia156_utt0,train,sadness
dia156_utt1,train,anger
dia156_utt2,train,surprise
dia156_utt3,train,anger
dia156_utt4,train,neutral
dia156_utt5,train,surprise
dia156_utt6,train,neutral
dia156_utt7,train,fear
dia156_utt8,train,surprise
dia156_utt9,train,joy
dia156_utt10,train,neutral
dia156_utt11,train,neutral
dia157_utt0,train,joy
dia157_utt1,train,joy
dia157_utt2,train,joy
dia158_utt1,train,neutral
dia158_utt2,train,neutral
dia158_utt3,train,disgust
dia158_utt4,train,surprise
dia158_utt6,train,sadness
dia158_utt7,train,surprise
dia158_utt8,train,neutral
dia159_utt0,train,joy
dia159_utt1,train,surprise
dia159_utt2,train,joy
dia159_utt3,train,joy
dia159_utt4,train,surprise
dia159_utt5,train,joy
dia159_utt6,train,joy
dia159_utt7,train,joy
dia159_utt8,train,joy
dia159_utt9,train,neutral
dia160_utt0,train,neutral
dia160_utt1,train,joy
dia160_utt2,train,neutral
dia160_utt3,train,neutral
dia160_utt4,train,neutral
dia160_utt5,train,sadness
dia160_utt6,train,fear
dia160_utt7,train,neutral
dia160_utt8,train,sadness
dia160_utt10,train,joy
dia160_utt11,train,neutral
dia160_utt12,train,joy
dia160_utt13,train,neutral
dia160_utt14,train,neutral
dia160_utt15,train,sadness
dia160_utt16,train,sadness
dia160_utt17,train,neutral
dia160_utt18,train,neutral
dia161_utt0,train,neutral
dia161_utt1,train,joy
dia161_utt2,train,neutral
dia161_utt3,train,neutral
dia161_utt4,train,neutral
dia161_utt5,train,surprise
dia162_utt0,train,neutral
dia162_utt1,train,neutral
dia163_utt0,train,neutral
dia163_utt1,train,anger
dia163_utt2,train,surprise
dia163_utt3,train,anger
dia163_utt4,train,surprise
dia163_utt5,train,neutral
dia163_utt6,train,neutral
dia163_utt7,train,surprise
dia163_utt8,train,anger
dia163_utt9,train,anger
dia163_utt10,train,neutral
dia164_utt0,train,fear
dia164_utt1,train,neutral
dia164_utt2,train,surprise
dia164_utt3,train,neutral
dia164_utt4,train,sadness
dia164_utt5,train,fear
dia164_utt6,train,neutral
dia164_utt7,train,neutral
dia164_utt8,train,joy
dia164_utt9,train,joy
dia165_utt0,train,neutral
dia165_utt1,train,joy
dia165_utt2,train,neutral
dia165_utt3,train,surprise
dia165_utt4,train,neutral
dia165_utt5,train,joy
dia165_utt6,train,fear
dia165_utt7,train,joy
dia165_utt8,train,joy
dia165_utt9,train,neutral
dia165_utt10,train,neutral
dia165_utt11,train,neutral
dia165_utt12,train,neutral
dia165_utt13,train,neutral
dia165_utt14,train,neutral
dia165_utt15,train,neutral
dia165_utt16,train,joy
dia165_utt17,train,joy
dia165_utt18,train,joy
dia165_utt19,train,joy
dia166_utt0,train,neutral
dia166_utt1,train,neutral
dia166_utt2,train,neutral
dia167_utt0,train,joy
dia167_utt1,train,surprise
dia167_utt2,train,anger
dia167_utt3,train,neutral
dia167_utt4,train,neutral
dia167_utt5,train,neutral
dia167_utt6,train,anger
dia167_utt7,train,neutral
dia167_utt8,train,sadness
dia167_utt9,train,anger
dia167_utt10,train,neutral
dia167_utt11,train,neutral
dia167_utt12,train,neutral
dia168_utt0,train,neutral
dia168_utt1,train,neutral
dia168_utt2,train,neutral
dia168_utt3,train,neutral
dia168_utt4,train,neutral
dia168_utt5,train,neutral
dia168_utt6,train,surprise
dia168_utt7,train,neutral
dia168_utt8,train,neutral
dia168_utt9,train,anger
dia168_utt10,train,neutral
dia168_utt11,train,anger
dia168_utt12,train,neutral
dia168_utt13,train,neutral
dia168_utt14,train,neutral
dia169_utt0,train,joy
dia169_utt1,train,joy
dia169_utt2,train,neutral
dia170_utt0,train,surprise
dia170_utt1,train,neutral
dia170_utt2,train,disgust
dia170_utt3,train,surprise
dia170_utt4,train,disgust
dia170_utt5,train,neutral
dia170_utt6,train,disgust
dia170_utt7,train,surprise
dia170_utt8,train,neutral
dia170_utt9,train,neutral
dia170_utt10,train,sadness
dia170_utt11,train,neutral
dia171_utt0,train,joy
dia171_utt1,train,neutral
dia171_utt2,train,neutral
dia171_utt3,train,neutral
dia171_utt4,train,surprise
dia171_utt5,train,neutral
dia171_utt6,train,surprise
dia171_utt7,train,surprise
dia172_utt0,train,neutral
dia172_utt1,train,neutral
dia172_utt3,train,joy
dia172_utt4,train,joy
dia172_utt5,train,neutral
dia172_utt6,train,neutral
dia172_utt7,train,neutral
dia172_utt8,train,joy
dia172_utt10,train,neutral
dia173_utt0,train,joy
dia173_utt1,train,surprise
dia173_utt2,train,joy
dia173_utt3,train,anger
dia173_utt4,train,anger
dia173_utt5,train,neutral
dia173_utt6,train,anger
dia173_utt7,train,surprise
dia173_utt8,train,anger
dia173_utt10,train,joy
dia174_utt0,train,joy
dia174_utt1,train,joy
dia174_utt2,train,joy
dia174_utt3,train,joy
dia174_utt4,train,neutral
dia174_utt5,train,neutral
dia174_utt6,train,sadness
dia174_utt7,train,surprise
dia175_utt0,train,neutral
dia175_utt1,train,joy
dia175_utt2,train,joy
dia175_utt3,train,neutral
dia175_utt4,train,surprise
dia175_utt5,train,anger
dia175_utt6,train,neutral
dia175_utt7,train,sadness
dia175_utt8,train,neutral
dia175_utt9,train,sadness
dia175_utt10,train,surprise
dia175_utt11,train,sadness
dia176_utt0,train,surprise
dia176_utt1,train,neutral
dia176_utt2,train,surprise
dia176_utt4,train,surprise
dia176_utt5,train,surprise
dia176_utt6,train,neutral
dia176_utt7,train,surprise
dia176_utt8,train,neutral
dia176_utt9,train,neutral
dia176_utt10,train,joy
dia177_utt0,train,joy
dia177_utt1,train,neutral
dia177_utt2,train,neutral
dia177_utt3,train,fear
dia177_utt4,train,joy
dia177_utt5,train,fear
dia177_utt6,train,joy
dia177_utt7,train,joy
dia177_utt8,train,sadness
dia177_utt9,train,joy
dia177_utt10,train,neutral
dia178_utt0,train,joy
dia178_utt1,train,neutral
dia178_utt2,train,surprise
dia179_utt0,train,neutral
dia179_utt1,train,neutral
dia179_utt2,train,neutral
dia179_utt3,train,neutral
dia179_utt4,train,neutral
dia179_utt5,train,neutral
dia179_utt6,train,neutral
dia179_utt7,train,neutral
dia179_utt8,train,neutral
dia179_utt9,train,neutral
dia179_utt10,train,joy
dia179_utt11,train,neutral
dia179_utt12,train,neutral
dia179_utt13,train,neutral
dia179_utt14,train,neutral
dia179_utt15,train,neutral
dia179_utt16,train,neutral
dia179_utt17,train,neutral
dia179_utt18,train,neutral
dia179_utt19,train,anger
dia180_utt0,train,joy
dia180_utt4,train,sadness
dia180_utt5,train,sadness
dia180_utt6,train,surprise
dia180_utt7,train,surprise
dia180_utt8,train,surprise
dia180_utt9,train,joy
dia180_utt10,train,neutral
dia180_utt11,train,surprise
dia180_utt12,train,neutral
dia180_utt13,train,surprise
dia180_utt14,train,joy
dia180_utt15,train,fear
dia181_utt0,train,anger
dia181_utt1,train,neutral
dia181_utt2,train,neutral
dia181_utt3,train,surprise
dia181_utt4,train,neutral
dia182_utt0,train,neutral
dia182_utt1,train,sadness
dia182_utt2,train,sadness
dia182_utt3,train,anger
dia182_utt4,train,anger
dia182_utt5,train,anger
dia182_utt6,train,anger
dia182_utt7,train,neutral
dia182_utt8,train,anger
dia182_utt9,train,anger
dia182_utt10,train,neutral
dia182_utt11,train,neutral
dia182_utt12,train,neutral
dia182_utt13,train,neutral
dia182_utt14,train,neutral
dia182_utt15,train,neutral
dia183_utt0,train,neutral
dia183_utt1,train,surprise
dia183_utt2,train,joy
dia183_utt3,train,neutral
dia183_utt4,train,neutral
dia183_utt5,train,joy
dia183_utt6,train,neutral
dia183_utt7,train,neutral
dia183_utt8,train,neutral
dia183_utt9,train,joy
dia183_utt10,train,neutral
dia183_utt11,train,neutral
dia183_utt12,train,joy
dia183_utt13,train,neutral
dia183_utt14,train,neutral
dia183_utt15,train,neutral
dia183_utt16,train,neutral
dia183_utt17,train,neutral
dia183_utt18,train,neutral
dia183_utt19,train,joy
dia184_utt0,train,joy
dia184_utt1,train,neutral
dia184_utt2,train,neutral
dia184_utt3,train,joy
dia184_utt4,train,joy
dia184_utt5,train,joy
dia184_utt6,train,sadness
dia184_utt7,train,neutral
dia184_utt8,train,neutral
dia184_utt9,train,joy
dia184_utt10,train,anger
dia184_utt11,train,surprise
dia184_utt12,train,neutral
dia184_utt13,train,anger
dia184_utt14,train,neutral
dia184_utt15,train,surprise
dia184_utt16,train,anger
dia184_utt17,train,anger
dia184_utt18,train,neutral
dia184_utt19,train,anger
dia184_utt20,train,neutral
dia184_utt21,train,anger
dia185_utt0,train,surprise
dia185_utt1,train,neutral
dia185_utt2,train,surprise
dia185_utt3,train,neutral
dia185_utt4,train,surprise
dia185_utt5,train,sadness
dia185_utt6,train,surprise
dia185_utt7,train,surprise
dia185_utt8,train,surprise
dia185_utt9,train,surprise
dia185_utt10,train,neutral
dia185_utt11,train,surprise
dia185_utt12,train,fear
dia185_utt13,train,surprise
dia186_utt0,train,joy
dia186_utt1,train,joy
dia186_utt2,train,joy
dia186_utt3,train,joy
dia186_utt4,train,neutral
dia186_utt5,train,surprise
dia187_utt0,train,sadness
dia187_utt1,train,surprise
dia187_utt2,train,joy
dia187_utt3,train,surprise
dia187_utt4,train,neutral
dia187_utt5,train,surprise
dia187_utt6,train,neutral
dia187_utt7,train,neutral
dia187_utt8,train,neutral
dia187_utt9,train,joy
dia188_utt0,train,neutral
dia188_utt2,train,neutral
dia188_utt3,train,anger
dia188_utt4,train,anger
dia188_utt5,train,anger
dia188_utt6,train,neutral
dia189_utt0,train,fear
dia189_utt1,train,neutral
dia189_utt2,train,neutral
dia189_utt3,train,neutral
dia189_utt4,train,neutral
dia189_utt5,train,joy
dia189_utt6,train,anger
dia189_utt7,train,neutral
dia189_utt8,train,anger
dia189_utt9,train,neutral
dia189_utt10,train,neutral
dia189_utt12,train,surprise
dia189_utt13,train,anger
dia189_utt14,train,joy
dia189_utt15,train,neutral
dia190_utt0,train,neutral
dia190_utt1,train,neutral
dia190_utt2,train,joy
dia190_utt3,train,neutral
dia190_utt4,train,joy
dia190_utt5,train,neutral
dia190_utt6,train,joy
dia190_utt7,train,neutral
dia191_utt0,train,anger
